url,name
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/purple-worm/aquatic-worm,"Aquatic Worm"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/hydra/pyrohydra/pyrohydra-11-headed,"Pyrohydra (11-headed)"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/purple-worm,"Purple Worm"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/mohrg/demonic-mohrg,"Mohrg,Demonic"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/nightshade/nightskitter,"Nightshade,Nightskitter"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/lorelei,"Lorelei"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/lich/lich-psychic,"Lich,Psychic"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/phasma,"Phasma"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/lich,"Lich"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/inevitable/inevitable-kolyarut,"Inevitable,Kolyarut"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kyton/kyton-interlocutor,"Kyton,Interlocutor"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/golem/golem-fossil,"Golem,Fossil"
http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/jorogumo,"Jorogumo"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/golem/golem-clockwork,"Golem,Clockwork"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/glass-wyrm-tohc,"Glass Wyrm"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/gibbering-abomination-fgg,"Gibbering Abomination"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/giant-true/giant-forest,"Giant,Forest"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/frost-worm,"Frost Worm"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/ebon-spider,"Ebon Spider"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/river-dragon/river-dragon-mature-adult,"River Dragon,Mature Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/vermin/eurypterid/eurypterid-spitting,"Eurypterid,Spitting"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-cloud/cloud-dragon-young-adult,"Cloud Dragon,Young Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-brine/brine-dragon-mature-adult,"Brine Dragon,Mature Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-magma/magma-dragon-adult,"Magma Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/metallic-copper/adult-copper-dragon,"Copper Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/metallic-bronze/bronze-dragon-young-adult,"Bronze Dragon,Young Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/metallic-brass/brass-dragon-mature-adult,"Brass Dragon,Mature Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/metallic-gold/gold-dragon-juvenile,"Gold Dragon,Juvenile"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-imperial-sky/sky-dragon-young-adult-tohc,"Sky Dragon,Young Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-imperial-sovereign/sovereign-dragon-juvenile,"Sovereign Dragon,Juvenile"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-imperial-sea/sea-dragon-adult,"Sea Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-blue/blue-dragon-young-adult,"Blue Dragon,Young Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/dragon-cloud-tohc/cloud-dragon-mature-adult-TOHC,"Cloud Dragon,Mature Adult (3pp)"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/adult-green-dragon,"Green Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/black-dragon-mature-adult,"Black Dragon,Mature Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/animals/dinosaur/dinosaur-diplodocus,"Dinosaur,Diplodocus"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/draghul,"Draghul"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/devourer/knight-of-the-gate-advanced-devourer,"Knight of the Gate (Advanced Devourer)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/divs/div-shira,"Div,Shira"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-shrroth-squid-demon-tohc,"Demon,Shrroth (Squid Demon)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demonic-knight-tohc,"Demonic Knight"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/dark-young-of-shub-niggurath,"Dark Young of Shub-Niggurath"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/daemons/derghodaemon,"Daemon,Derghodaemon"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-daraka-swarm-demon-tohc,"Demon,Daraka (Swarm Demon)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-omox,"Demon,Omox"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-coloxus,"Demon,Coloxus"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/daemons/daemon-cacodaemon-TOHC,"Daemon,Cacodaemon (3pp)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-paigoel,"Demon,Paigoel"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/cyclops/cyclops-great,"Cyclops,Great"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/hydra/cryohydra/cryohydra-11-headed,"Cryohydra (11-headed)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/crystallis,"Crystallis"
http://www.d20pfsrd.com/bestiary/monster-listings/vermin/chain-worm,"Chain Worm"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/bone-crawler-fgg,"Bone Crawler"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/catoblepas,"Catoblepas"
http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/calikang,"Calikang"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/clockwork/clockwork-leviathan,"Clockwork Leviathan"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/black-jinni,"Black Jinni"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/baregara,"Baregara"
http://www.d20pfsrd.com/bestiary/monster-listings/animals/megafauna/megafauna-basilosaurus,"Megafauna,Basilosaurus"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/angel/angel-monadic-deva,"Angel,Monadic Deva"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/basilisk-abyssal,"Basilisk,Abyssal"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/argorth/cinder-scourge,"Cinder Scourge"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/angel/angel-monadic-deva-tohc,"Angel,Monadic Deva (3pp)"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/athach,"Athach"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/biclops,"Biclops"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/aeon/aeon-akhana,"Aeon,Akhana"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/agathion/agathion-leonal,"Agathion,Leonal"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/taotieh,"Taotieh"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/thunderbird,"Thunderbird"
http://www.d20pfsrd.com/bestiary/monster-listings/plants/witch-tree-tohc,"Witch Tree"
http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/thriae/thriae-seer,"Thriae Seer"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/tetrolimulus,"Tetrolimulus"
http://www.d20pfsrd.com/bestiary/monster-listings/plants/treant/lightning-treant-advanced,"Treant,Advanced Lightning"
http://www.d20pfsrd.com/bestiary/monster-listings/vermin/spider/spider-goliath,"Spider,Goliath (Colossal)"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/sleipnir,"Sleipnir"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/seps,"Seps"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/retriever,"Retriever"
http://www.d20pfsrd.com/bestiary/monster-listings/vermin/scorpion/scorpion-giant-emperor,"Scorpion,Giant Emperor"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/qlippoth/qlippoth-gongorinan,"Qlippoth,Gongorinan"
http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-verdurous/verdurous-ooze-greater,"Ooze,Verdurous (Greater)"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/robot/robot-myrmidon,"Robot,Myrmidon"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-atamahuta,"Oni,Atamahuta"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/hydra/pyrohydra/pyrohydra-10-headed,"Pyrohydra (10-headed)"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/jelly-marsh/jelly-marsh-jubilex-touched,"Jelly,Marsh,Jubilex-Touched"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/moon-beast,"Moon-Beast"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/nightmare/cauchemar,"Nightmare,Cauchemar"
http://www.d20pfsrd.com/bestiary/monster-listings/vermin/mantis-deadly,"Mantis,Deadly"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/naga/naga-royal,"Naga,Royal"
http://www.d20pfsrd.com/bestiary/monster-listings/fey/larabay,"Larabay"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/juggernaut,"Juggernaut"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/lukwata,"Lukwata"
http://www.d20pfsrd.com/bestiary/monster-listings/vermin/jellyfish/sea-wasp-monstrous/sea-wasp-monstrous-gargantuan,"Jellyfish,Monstrous Sea Wasp (Gargantuan)"
http://www.d20pfsrd.com/bestiary/monster-listings/plants/jinmenju,"Jinmenju"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/harionago,"Harionago"
http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-mute,"Hag,Mute"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/gug/gug-savant,"Gug Savant"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/golem/golem-stone,"Golem,Stone"
http://www.d20pfsrd.com/bestiary/monster-listings/plants/gnarlwood-tohc,"Gnarlwood"
http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/hag/hag-dreamthief,"Hag,Dreamthief"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/gigas-clam,"Gigas Clam"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/golem/golem-witch-doll-tohc,"Golem,Witch-Doll"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/gnoph-keh,"Gnoph-Keh"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/giant-true/giant-cloud,"Giant,Cloud"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/giant-true/giant-bronze,"Giant,Bronze"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/giant-true/giant-inverted,"Giant,Inverted"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/giant-true/giant-ash,"Giant,Ash"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-mud/elder-mud-elemental,"Mud Elemental,Elder"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/gibbering-orb-fgg/gibbering-orb-lesser-fgg,"Gibbering Orb,Lesser"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-magma/elder-magma-elemental,"Magma Elemental,Elder"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/ghost/ghost-prana,"Ghost,Prana (Half-elf Hydrokineticist 11)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-cold-iron/elder-cold-iron-elemental,"Cold Iron Elemental,Elder"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/river-dragon/river-dragon-adult,"River Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-lightning/elder-lightning-elemental,"Lightning Elemental,Elder"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-gravity-tohc/gravity-elemental-elder-tohc,"Gravity Elemental,Elder"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/elemental-ice/elder-ice-elemental,"Ice Elemental,Elder"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/dragon-skincrawler-kq,"Dragon,Skincrawler"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-umbral/umbral-dragon-juvenile,"Umbral Dragon,Juvenile"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-magma/magma-dragon-young-adult,"Magma Dragon,Young Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-crystal/crystal-dragon-mature-adult,"Crystal Dragon,Mature Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-time/time-dragon-young,"Time Dragon,Young"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/mist-dragon-tohc/mist-dragon-adult-tohc,"Mist Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-brine/brine-dragon-adult,"Brine Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/metallic-silver/silver-dragon-juvenile,"Silver Dragon,Juvenile"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/metallic-copper/copper-dragon-young-adult,"Copper Dragon,Young Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-imperial-underworld/underworld-dragon-adult,"Underworld Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/metallic-gold/young-gold-dragon,"Gold Dragon,Young"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/metallic-brass/adult-brass-dragon,"Brass Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/dragon-cave-kp/dragon-adult-cave-kp,"Cave Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-white/white-dragon-mature-adult,"White Dragon,Mature Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-green/green-dragon-young-adult,"Green Dragon,Young Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-red/red-dragon-juvenile,"Red Dragon,Juvenile"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-imperial-sovereign/sovereign-dragon-young,"Sovereign Dragon,Young"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-imperial-sea/sea-dragon-young-adult,"Sea Dragon,Young Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-imperial-forest/forest-dragon-juvenile,"Forest Dragon,Juvenile"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/chromatic-black/adult-black-dragon,"Black Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/animals/dinosaur/dinosaur-spinosaurus,"Dinosaur,Spinosaurus"
http://www.d20pfsrd.com/bestiary/monster-listings/animals/dinosaur/brontosaurus,"Dinosaur,Brontosaurus"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/dorvae,"Dorvae"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/barbed,"Devil,Hamatula (Barbed Devil)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devil-marzach-flayer-tohc,"Devil,Marzach (Flayer)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-mezzalorn-wasp-demon-tohc,"Demon,Mezzalorn (Wasp Demon)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/devil/devil-castigas-automata-kp,"Devil,Castigas (Automata)"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/devourer,"Devourer"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-gibrileth,"Demon,Gibrileth"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/hezrou,"Demon,Hezrou"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-ooze-tohc/demon-greater-ooze-tohc,"Demon,Greater Ooze"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-chaaor-beast-demon-tohc,"Demon,Chaaor (Beast Demon)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-herensugue,"Demon,Herensugue"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/demon/demon-aeshma-rage-tohc,"Demon,Aeshma (Rage Demon)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/daemons/meladaemon,"Daemon,Meladaemon"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/daemons/erodaemon,"Daemon,Erodaemon"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/hydra/cryohydra/cryohydra-10-headed,"Cryohydra (10-headed)"
http://www.d20pfsrd.com/bestiary/monster-listings/fey/battle-imp,"Battle Imp"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/golem/golem-robot,"Golem,Robot"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/corpsespinner,"Corpsespinner"
http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-carnivorous-crystal,"Ooze,Carnivorous Crystal"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/bhuta,"Bhuta"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/crucifixion-spirit,"Crucifixion Spirit"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/bone-collective-kp,"Bone Collective"
http://www.d20pfsrd.com/bestiary/monster-listings/oozes/ooze-capacitor,"Ooze,Capacitor"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/asura/asura-aghasura,"Asura,Aghasura"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/xanthos,"Xanthos"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/argorth,"Argorth"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/zombie/zombie-horde-fgg,"Zombie Horde"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/Afanc-smg,"Afanc (3pp)"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/baku/baku-dreamweaver,"Baku Dreamweaver"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/animated-object/animated-object-colossal,"Animated Object (Colossal)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/elemental/aerial-servant-tohc,"Aerial Servant (3pp)"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/troll/troll-mountain,"Troll,Mountain"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/sea-serpents-TOHC/sea-serpent-brine,"Sea Serpent,Brine"
http://www.d20pfsrd.com/bestiary/monster-listings/plants/willow-dusk-tohc,"Willow Dusk"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/veiled-master,"Veiled Master"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/vydrarch,"Vydrarch"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/vorin,"Vorin"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/vemerak,"Vemerak"
http://www.d20pfsrd.com/bestiary/monster-listings/animals/cetacean/whale/whale-great-white,"Whale,Great White"
http://www.d20pfsrd.com/bestiary/monster-listings/monstrous-humanoids/rokurokubi,"Rokurokubi"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/peri,"Peri"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/qlippoth/qlippoth-augnagar,"Qlippoth,Augnagar"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/red-sun-kp,"Red Sun (3pp)"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/oni/oni-ice-yai,"Oni,Ice Yai"
http://www.d20pfsrd.com/bestiary/monster-listings/oozes/mezlan,"Mezlan"
http://www.d20pfsrd.com/bestiary/monster-listings/undead/nightshade/nightwing,"Nightshade,Nightwing"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/linnorm/linnorm-crag,"Linnorm,Crag"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/leng-spider,"Leng Spider"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/golem/golem-furnace-tohc,"Golem,Furnace"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/golem/golem-brass,"Golem,Brass"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kami/kami-suijin,"Kami,Suijin"
http://www.d20pfsrd.com/bestiary/monster-listings/magical-beasts/kirin/kirin-emperor,"Kirin,Emperor"
http://www.d20pfsrd.com/bestiary/monster-listings/constructs/gray-goo,"Gray Goo"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/giant-true/giant-ocean,"Giant,Ocean"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/kakuen-taka,"Kakuen-Taka"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/giant-true/giant-volcano,"Giant,Volcano"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/river-dragon/river-dragon-old,"River Dragon,Old"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-crystal/crystal-dragon-very-old,"Crystal Dragon,Very Old"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-umbral/umbral-dragon-adult,"Umbral Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/aberrations/flying-polyp,"Flying Polyp"
http://www.d20pfsrd.com/bestiary/monster-listings/outsiders/formians/formian-hive-queen,"Formian Hive Queen"
http://www.d20pfsrd.com/bestiary/monster-listings/humanoids/giants/giant-true/giant-sand,"Giant,Sand"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-cloud/cloud-dragon-mature-adult,"Cloud Dragon,Mature Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/-primal-brine/brine-dragon-old,"Brine Dragon,Old"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon-outer/outer-dragon-vortex/vortex-dragon-adult,"Vortex Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/metallic-gold/gold-dragon-young-adult,"Gold Dragon,Young Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/dragon-mithral-kp/dragon-adult-mithral-kp,"Mithral Dragon,Adult"
http://www.d20pfsrd.com/bestiary/monster-listings/dragons/dragon/metallic-silver/adult-silver-dragon,"Silver Dragon,Adult"
